business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,zero_shot_predicted_stars,zero_shot_explaination,few_shot_predicted_stars,few_shot_explaination,cot_predicted_stars,cot_explaination
d3MxUXS1b6U2P_gGuCO1-A,2011-07-12,0lAz-mLMpE9wb-SLK4f0sw,1,"I am not a fan of this place. I like to try to stay positive though so here is my attempt a the proverbial ""positive sandwich""

Top Bun: The location is fantastic. I really like where it is, its a cute little place that is very easy to find.

The Meat of the Matter: The food here is odd. I am very open to trying new things and experiencing different cultures. As I have mentioned in other reviews, I love all types of food from all over the world. I didn't care for this place. I ordered an appetizer that was wrapped in a banana leaf and i honestly thought I was eating an ashtray. It wasn't good. The pad thai that I sampled was very lifeless. I had a friend get a big bowl of soup that looked good but i didn't try it. 

Lettuce, onions pickles, tomato: The service was not good. I sat at the bar the first time I went here and we got ignored for the most part. The bartender (who i believe doesn't work there anymore, luckily) sniffed at me when I asked for clarification on something. There are also jars of really weird floating things at the bar (probably pickled/preserved veggies/meat/fruits etc.) it was unappetizing to be around....I don't have a weak stomach at all, it was just odd. The second time I went in, the service was equally as bad. there was a table of 8 of us for lunch and the place was mostly dead and I had to go up and ask them to take our order after we sat waiting for 30 minutes. Subsequently, the menu is small and the prices are high with not much room for substitutions or changes

Bottom bun: I like the owner, he is really nice and friendly. The cooks were also friendly. I like to believe that my taste buds merely didn't care for this place. I know a lot of people that have very positive things to say about this place. I will not recommend it as a personal favorite and I will quite frankly probably avoid it unless it is specifically requested by a client. I am completely fine with the concept that not everyone has to like the same things. I personally have not had a good experience with this place, but I respect the fact that a majority of the reviewers for it have.",review,hTKFGpi3ltCV4B-XDFRT-A,0,1,2,2.0,"The review is largely negative, citing poor food quality, bad service, high prices, and a small menu. While the reviewer notes a few positives (location, friendly owner and cooks), the overall tone is disappointed and the reviewer explicitly states they would not recommend the place. This combination of negative sentiment and specific complaints points to a low rating, typically 2 stars.",2.0,Mostly negative experience with few positives.,2,"The review is largely negative, citing poor food quality, bad service, high prices, and a 30‑minute wait. While the location and staff friendliness are mentioned positively, the overall tone is disappointed and the reviewer explicitly states they will not recommend the place. This aligns with a 2‑star rating."
BdSY-BHmH0BCCv47mOOS0g,2010-10-14,JlYyxi5NDlX911vCt5iojw,5,"I LOVE love LOVE Coffee Bean.  I have been in love with Coffee Bean for years.  I am so bummed out that they are not all over the place like the ""S"" coffee store.  

One of my favie drinks are the Pure Cholocate Ice Blended with whip cream and Green Tea Latte.  The service is always friendly, perky, and fully of sunshine.",review,_PzSNcfrCjeBxSLXRoMmgQ,0,1,0,5.0,"The review is overwhelmingly positive, praising the drinks, service, and overall experience. The only mild complaint is that the store isn’t as widespread as another chain, which does not detract from the overall enthusiasm. This suggests a 5‑star rating.",5.0,"Enthusiastic praise, no complaints.",5,"The review is overwhelmingly positive, with enthusiastic praise for the coffee, drinks, and friendly service. No significant complaints are mentioned, indicating a 5‑star rating."
jfDBaBgwINrGYAo8p2MJ4g,2011-08-02,3-lKMNbXFrfLf82zfbXJLA,3,The noodles are delicious here. I had the vegetarian spicy noodle. It doesn't come with anything but noodles and the sauce. It would be great if they could add some veggies in there though. So you chose the type of noodle you want and then the flavor. The prices are super cheap and the service is fast. The portions are huge and I could have eaten the whole plate if I didn't stop myself. I am curious to know if they use MSG because it was that hard to stop eating.,review,5gmnzvjYprzK21Q5awYF_Q,0,0,0,5.0,"The review is overwhelmingly positive, praising the taste, price, speed, and portion size. The only mild criticism is the lack of veggies, which is a minor issue compared to the overall enthusiasm.",4.0,"Positive review, cheap, fast, large portions; minor complaint about veggies.",4,"The review is largely positive, praising the delicious noodles, cheap prices, fast service, and large portions. The only minor complaint is the lack of veggies. Overall, the tone is enthusiastic but not exceptional, fitting a 4‑star rating."
bpPVn4nF8YR40BjhO6YP1w,2012-04-04,pWn9Fof6PFZWIAdxEFNudA,1,"Long wait for food, waitresses that don't know what they're doing, grumpy hosts, and crappy food that keeps us off the lake for 2 hours is not somewhere I plan on going ever again.",review,pqnYZy25nEwGAAjShOpJGg,0,0,0,1.0,"The review is overwhelmingly negative, highlighting long wait times, incompetent staff, grumpy hosts, and poor food quality, indicating a very poor experience typical of a 1‑star rating.",1.0,"Severe complaints, no positives, explicit refusal to return.",1,"The review is overwhelmingly negative, citing long wait times, incompetent staff, and poor food quality, with the author explicitly stating they will never return."
Oc-F6O91vOe3T8iOsCBB8Q,2011-05-31,lS8yhfnUiR_kiaW_ZPoY3w,5,"Amazing sushi. Fast, clean, fresh. Friendly staff. Favorites are Arizona, Beauty, Alaska, and Spicy Ninja, although everything here is some of the best around hands down!",review,vmZh2hlUeC-18cbg544nyw,1,1,1,5.0,"The review is overwhelmingly positive, praising the sushi quality, speed, cleanliness, and staff friendliness, with no complaints or negative remarks.",5.0,"Extremely positive, enthusiastic praise, multiple aspects.",5,"The review is overwhelmingly positive, praising food quality, service speed, cleanliness, and staff friendliness with superlatives like ""amazing"" and ""best"". No negative points are mentioned, indicating a 5‑star rating."
7_zL7NX_rDFwhbLp98PwZg,2010-10-07,A1F5KxzbzTwLKsocnPPQWA,4,"Part 2 of the business trip.  Dinner with the sales team.

We always have fun when out on the road and this was no exception. 

The need for sushi is somtimes primal.  This was one of those nights.  

Starting off with happy hour prices that were awesome we easily knocked down three bottles of Sake while deciding what treats to order.

We ordered a tableful of great sushi- alot of variety and had a great time.  The one disappointment was that the sushi just didn't have enough spice.  Not nearly enough heat.  The staff was excellent and very helpful.  

I would recommend Ra.  The atmosphere alone- great music and fun staff is a good reason to go.",review,BQnVtjs1WubXUxdAMozFvg,0,0,0,4.0,"The review is overwhelmingly positive, praising the happy‑hour pricing, variety of sushi, excellent staff, and great atmosphere. The only noted drawback is that the sushi lacked sufficient spice, which is a minor complaint. Overall tone is upbeat and recommends the place, indicating a 4‑star rating.",4.0,"Mostly positive, minor spice issue, staff and atmosphere praised.",4,"The review is largely positive, praising food variety, happy hour pricing, excellent staff, and great atmosphere. The only minor complaint is insufficient spice, which does not outweigh the overall enthusiasm and recommendation."
xM5F0cLAlKWoB8rOgt5ZOw,2010-03-23,IkB8WQbZH5G8Jsk2UCjchg,4,"The 4 stars is in comparison to other Chipotle's I've been to, especially in this area.

I have to admit, when they were building this plaza, my friends and I tried to guess every day what it was going to be. We had it narrowed down to a Chipotle or a sushi joint (both would kill me for sure) and I cannot believe we were actually right. 

I am pretty pleased with this place. Both times I've stopped by it's been clean and pretty speedy service. Every time I come in, I am surprised by all the extra room around to the side and out on the patio and it makes me happy.

I'm sure anyone reading this has been to Chipotle, but if not, or if you're feeling like trying something new.. my signature dish for the past few years has been carnitas bowl with black beans, corn, fajita, lettuce and a little bit of the dairy stuff. Wash it down with a Nantucket nectar apple juice and you're golden.",review,7zDqr2I0-xpw9HF5Ha54cA,0,0,0,4.0,"The review is overwhelmingly positive, praising cleanliness, speed, space, and the food. The reviewer explicitly states they are giving 4 stars, noting it is higher than other Chipotle locations in the area but not perfect.",4.0,"Positive review, clean, fast service, spacious, no major complaints",4,"The review is overwhelmingly positive, praising cleanliness, speed, space, and food quality, with no major complaints. The author explicitly states a 4‑star rating, indicating a strong but not perfect experience."
kpzzEpXcHo9yzhUcz14chg,2011-07-31,YOxdPCAFcIQeeKgCNUcshA,4,"Great place to see a show.  Prices are the best around, and it's never too crowded.",review,QhuESGhOQWnKqwlSrISm8A,0,2,0,5.0,"The review is overwhelmingly positive, highlighting great value, a pleasant experience, and no complaints, which aligns with a 5‑star rating.",4.0,"Positive review with no complaints, good value, no issues.",5,"The review is overwhelmingly positive, using superlatives like ""Great"" and ""best"" and highlighting value and crowd control. No negative aspects are mentioned, indicating an enthusiastic recommendation."
V6BYjHM9SnXscfkln3hCdA,2011-02-23,CgI-GEs5nh7l76XznJC3Ig,4,Usually stop here for breakfast and mimosas. Agreed the service is not always the greatest but who expects 5star service at a breakfast/lunch cafe. I say have a mimosa and chill out. They also have a fun drink/beer list. Or fresh squeezed OJ that is worth the trip. The food is bought locally and prepared fresh so the wait is worth the quality. I usually do the omelettes... mushroom garlic. I can't refuse that mushroom sauce!! I have had their huge a#$ burgers and a couple of their sandwiches. The Loki and the vegetarian stand out. What ever you try I don't think you will be disappointed.,review,WiYbxN-JFksnFlv4kLhHOg,0,1,0,,Error: Expecting value: line 1 column 1 (char 0),4.0,"Positive review, minor service comment, overall satisfied.",4,"The review is overall positive, praising food quality and drinks, with only a mild critique of service. No major complaints or negative experiences are mentioned, indicating a strong but not perfect experience."
hW0Ne_HTHEAgGF1rAdmR-g,2011-10-16,O67YJygNyzYQGUqATIG_ew,4,"Nice clean airport with lots of places to shop and lots of food options.  Terminal 4 is nice.

Two things:  

1.  The marathon walk from the Southwest ticket counter to the D gates...good God, they need a tram or moving walkway.

2.  The Security bag screening machines are old and tiny; my bag got stuck; it's NEVER been a problem at any other airport I've been through (SMF, LAS, SNA, ONT, SAN, BUR, SEA, LAX...)

Oh, and if you rent a car, be sure to allow extra time because the shuttle ride to/from the airport itself is at least 10 minutes.  But it's a nice rental car area...",review,z7PkDGuW38Evhw3uVEfT0w,0,0,0,,Error: Unterminated string starting at: line 3 column 18 (char 43),4.0,"Positive overall, minor complaints about walk, security, shuttle.",4,"The review highlights several positive aspects—cleanliness, ample shopping and food options, and a nice terminal—while noting a few inconveniences such as a long walk to gates, outdated bag screening machines, and a longer shuttle ride for car rentals. The overall tone is appreciative with minor complaints, fitting a 4‑star rating."
IKDPP8onhaxbM12drBWCKQ,2007-05-24,A-drtNIHmzknlD825OhCdQ,4,"While doing a bicycle ride to the Orange Table, I pointed to a friend that LuLus Cupcakes was accessbile from our bike path. She immediately exclaimed- ""we are SO there tomorrow!""

Today, I get a phone call at 4pm, saying she is picking me up to go get those damn cupcakes. She was serious! Since I had off and she got off early, we were able to visit the holy mecca of cupcake land. She picked me up in what may be one of the most ridiculous blue convertables known to man and we zoomed up to Scottsdale, blasting bad hip hop, psyched about individual iced cakes!

Upon arrival, the space was sparse and very IKEA-ish. Pinks and lime greens dominate the palate. To the right of the counter was t-shirts, rubber duckies and other merch. They do have a brown with orange stripes guy shirt...in XL. I guess big men love cupcakes!

But the real star are the cupcakes themselves...lovingly displayed under glass domes. Carrot cakes, german chocolate cake, mocha chocolate cake, blonde (vanilla on vanilla), chocolate on vanilla, and the special of the day key lime....oh man. MERCY. I kept dodging between the carrot and the mocha and went for the Mocha. All natural ingrediants and VEGAN sprinkles! (But very much all dairy icings, btw). Our lady, I think Melissa, was super helpful and even offered samplings of cupcakes to help us decide. She put each individual cupcake in a plastic bubble and in a cute lime green/pink dotted bag. She noted they do have mini cupcakes for events (OMG) and I would totally splurge for those suckers. 

The only real negative (besides times..I mean if this place was open late, it would be HEAVEN) was the lack of drink choices. Coffee, milk or water. Um..I mean, I dont knew a bazillion options, but even tea would have been nice. I chose hot coffee which was fine. But iced coffee as an option would have been kick ass...or lime rickeys! OMG!

As an FYI, you can leave the strip mall complex and head down to the park and eat your delectables under  a shaded tree on a park bench over looking a ""pond"" like we did. I savoured my 2.95 cupcake, and the icing and cake was perfect. I cant even describe how yummy it was. It was worth every cent. And they arent gigantic, so you feel perfectly satisfied with your cupcake.

100% Natural, 100% Naughty is their logo...LOVE IT!",review,mfvezpz6ohS0NQk3DZdvqQ,11,9,2,5.0,"The review is overwhelmingly positive, praising the cupcakes, ambiance, and staff. The only minor complaints are about limited drink options and opening hours, which do not outweigh the enthusiastic tone. Thus a 5‑star rating is appropriate.",5.0,"Enthusiastic praise, few negatives, highly recommend.",4,"The review is overwhelmingly positive and enthusiastic about the cupcakes, service, and overall experience, with only minor complaints about drink options and opening hours, leading to a 4‑star rating."
GOlq9CGj4APl_S2jyhMr1g,2007-07-28,EqW0Vvu8B8LaIXJQduQeSw,5,"The Harkins Camelview 5 gives Arizonans the unique opportunity to see movies that are normally reserved for screens in NY and CA. Without this theater there would be very little chance to see independent or foreign films in Phoenix. I give a lot of credit to Dan Harkins for keeping this theater open. He certainly can't  make much money at this location. It's financially  impractical to keep such a small theater operating on such prime real estate. This just shows Dan Harkin's commitment to sharing great films with the people of AZ. 

Thanks Dan!",review,g84VjttN28PWiv_WtdhnSQ,6,7,1,5.0,"The review is overwhelmingly positive, praising the theater’s unique offerings, Dan Harkins’ dedication, and expressing gratitude. No negative comments or complaints are present, indicating a 5‑star rating.",5.0,"Highly positive praise, gratitude, no complaints.",5,"The review is overwhelmingly positive, praising the theater’s unique offerings, Dan Harkins’ commitment, and the opportunity to see independent films. No negative aspects or complaints are mentioned, indicating a highly enthusiastic recommendation."
v1H45TVGiORapYHQyGdoFw,2008-04-07,julrXc7fBvyCa0Z8xJKkRg,4,"El Taco de Chandler exceeded my expectations.  I've driven past it almost every day for a year.  My curiosity finally got to me, so my boyfriend and I went in to try the food.  We waited quite a few minutes (easily 10 to 15) for our order, which is a good sign for fresh preparations.  The joint is hooked up with a juke box, pool table, dining area with tables and chairs, and two benches near the register, for those waiting to take their food home.  There were special desserts in a glass display cabinet, including coconut clusters and sweets I've seen in Mexico.  The assortment of beverages is outstanding, offering both Coke and Pepsi products, juices, CapriSun, horchata, beer, and Sunny Delight!  The menu is about par for Mexican restaurants in the Phoenix area, in terms of content and price.  I got a fish taco, which was outstanding!  No cheap tartar sauce here!  I also got a cheese quesadilla, which came garnished with lettuce and tomato slices.  The quesadilla was warm and fresh, on an obviously fresh tortilla filled with tasty cheese.  For the two of us to eat a few a la carte items from the menu, the total came to $11.00.  There are also combination plates available, as well as quite a few soups.  Overall, I was very impressed!  This looks like a fun place to hang out.  The food is definitely worth the wait.  I happened to ask the cashier, and they are open until 10pm on Saturday's.  Muy delicious!",review,jKeaOrPyJ-dI9SNeVqrbww,1,1,0,5.0,"The review is overwhelmingly positive, praising food quality, atmosphere, and service. The only mild criticism is a short wait, which is framed as a sign of freshness. Overall tone is enthusiastic and highly favorable, indicating a 5‑star rating.",5.0,"Highly enthusiastic praise, no major complaints, strong recommendation.",5,"The review is overwhelmingly positive, praising food quality, ambiance, and value, with no negative points. The enthusiastic tone and use of superlatives indicate a 5‑star rating."
P7wKlbSRsoRrfH3DFOY08A,2009-02-28,lMUkpUjdv5xoEQ4Sr6DN5Q,3,"Drunk people go here. Service is good depending who you get. The Burger according to one Arik B can not taste his burger. When ask the server, how come my friend Arik b can't taste his burger? Why?

You had to be there to laugh. What a fun night!!!!

Don't order the pancakes, they are not very good. The chicken strips were a-ok.",review,Aw3EMRqdSJ2DtqoI_NpgWA,2,3,2,,Error: Expecting value: line 1 column 1 (char 0),,Error: Unterminated string starting at: line 3 column 18 (char 43),3,"The review contains mixed comments: food is mediocre (pancakes bad, chicken strips okay), service is good but variable, and the atmosphere is fun. Overall sentiment is neutral with some positives and negatives, fitting a 3‑star rating."
2ceeU8e3nZjaPfGmLwh4kg,2012-08-17,-hqEQUxefQSjHMcMpqIHHg,4,"I finally went here, after reading the reviews and pouting about how busy I was with work and how it is hard to find someone to be my Designated Driver, since Arizona is way more strict than NJ when it comes to people drinking and driving.  

So, I finally arrived at Casey Moore's last night and was impressed.  This is an upgraded Irish pub/bar with a great beer selection, yummy yummy yummy crab cakes, and a cozy atmosphere.  

It was Thursday night in which they have a special on Kiltlifter (sp?) and I was pretty excited.  The music was not that good.  I wish that they would have a DJ there on busy THursday nights.  That would really enhance the atmosphere and probably their people traffic as well.

I vote for a DJ on Thursday nights, heck, I have amazing music, I could just be the DJ.

I will be back very soon to try their oysters and some of the other seafood dishes and of course more beer on tap.

Seriously, you need a DJ on Thursday nights.",review,b2XPhXPQ41qWysIK6RTsFw,0,1,0,4.0,"The reviewer expresses overall satisfaction with the food, beer selection, and atmosphere, while only noting a single minor complaint about the music. The tone is upbeat and the praise outweighs the criticism, indicating a positive but not perfect experience.",,Error: Expecting value: line 1 column 1 (char 0),4,"The review is largely positive, praising the food, beer selection, and atmosphere, with only a minor complaint about the music. The overall tone is enthusiastic and the reviewer plans to return, indicating a 4‑star rating."
k8Y7aXXA8BFcn5CillHFYw,2010-06-16,raaH2O1gL1H712CjHv_lwQ,3,"Not the newest or the nicest but, everything you need and usually no wait for machines. The staff is super nice and there are magazines to read while your there. If they could just turn up the AC a little bit and put ESPN on more than two of the TVs.",review,AVCBC2G5RjJM8tu_PebFPw,0,1,0,,Error: Unterminated string starting at: line 3 column 18 (char 43),4.0,"Positive overall, staff nice, no wait, minor AC and TV complaints.",4,"The review is largely positive, praising staff friendliness, convenience, and amenities, with only minor complaints about AC and TV selection. This balance of positives with small issues points to a 4‑star rating."
jCOTob1avPH52RNuniylkg,2011-11-24,j4dTZw7rtCNqsqCS61wvsg,4,"wouldnt you agree that a key part of enjoying the dining experience in part depends upon the company you are dining with?!  having said that, the times i have dined at abuelos have been with my fellow co-workers, all female, and yes, we all get along!  needless to say, we had totally fun & memorable experiences, filled with great conversations, great food and good prices.  their corn chips are fresh and lite, their salsa comes in different levels of heat.  i usually request the hot salsa.  i'm partial to their chicken enchilada.  portions are just right, one is plenty for me, usually served with rice.  in all fairness, believe i need to sample other dishes, before i could rate it any higher.  found another great restaurant in chandler, az!  top3 reasons why...1- great tasting dish 2- good value  3- atmosphere (location, service, ambience)",review,IeWasXNEkwqQfil8twvRkg,0,0,0,4.0,"The review is overwhelmingly positive, praising food quality, value, atmosphere, and service. No significant complaints are mentioned, but the reviewer notes they would like to try more dishes before giving a higher rating, suggesting a 4‑star rating rather than a perfect 5.",4.0,"Positive review, good food, price, atmosphere, no complaints.",,Error: Unterminated string starting at: line 3 column 18 (char 43)
ekKMQ-L6dHFobFz5d0w7Dg,2011-02-28,w7bdwvf-KpTxIHUaWhlw3A,5,"Love Belly Rubz!! At first little Oscar was timid about me dropping him off but when I came to pick him up he didn't want to quit playing! He has really bad separation anxiety and hates kennels, so it is always worrisome when we try a new groomer. He loved playing and came out looking so handsome! We will be returning to Belly Rubz this week for some more play time and grooming!",review,X0hPero71jN7D0RkJVOsBA,0,0,0,5.0,"The review is overwhelmingly positive, highlighting the dog’s enjoyment, the groomer’s care, and the owner's intent to return. No complaints or negative remarks are present, indicating a 5‑star rating.",4.0,"Enthusiastic, no complaints, indicates return intent.",5,"The review is overwhelmingly positive, with enthusiastic language, no complaints, and a clear intention to return, indicating a 5‑star rating."
tdeHd2AVYlEnz9F1UGb84Q,2009-06-09,MZuTe1I1u1tpb_RlGUHFng,5,"This place is fantastic. Great food, superior service, gorgeous decor... I had a Breakfast Casserole and a generous side of Cheesy Grits. My girlfriend had the Blue Plate Special which was a frittata. 
The Breakfast Casserole is a medley of sausage, roasted vegetables, and potatoes with cheese, topped with a poached egg. There were no overwhelmingly strong or weak flavors, and I didn't see any extra oil in the dish. It came with a side of toast. I chose the marble rye and was disappointed only to see that the butter it came with was a hard stick. The grits were definetly made with milk and butter and had some cheddar cheese sprinkled across the top. The grits were more solid than watery which was a big plus for me, as I prefer my grits closer to the drier end of the spectrum. 
After breakfast I ordered a bloody mary at the bar inside and it was spicy and delish, a really good balance of tomato to booze. I liked it a lot. What I liked the most, though, was the really good service and friendly attention we got from our server, the hostess, the bartender, the bar manager, the valet drivers, and even being greeted by the concierge and check-in when we weren't even staying at the hotel. I will definetly make it a point to come here again.",review,Xm8HXE1JHqscXe5BKf0GFQ,1,1,0,5.0,"The review is overwhelmingly positive, highlighting excellent food, great service, and a pleasant atmosphere. The only minor complaint about the butter is outweighed by the overall praise, indicating a 5‑star rating.",5.0,"Extremely positive, multiple praises, minor flaw, clear intent to return.",,Error: Expecting value: line 1 column 1 (char 0)
E8z9E0aFDYwC7KQuEU3GYA,2009-03-09,Y8GAudCnbK-05qkFzLsv0Q,4,"Had dinner and brunch, not on the same day...the dinner was good, although I thought the mandala masala could have used more flavor.  Brunch was great, tried 2 different tofu scrambles and both were very good.  Service is...let's say uninterested -- it's hard to be burdened with angst and chipper.",review,0NckJhx0qXykvvhsm-p7MA,1,1,0,4.0,"The reviewer praises the food—dinner was good and brunch was great—while only criticizing the service as uninterested. The overall tone is positive with a minor complaint, which aligns with a 4‑star rating.",4.0,"Good food, minor flavor issue, service lacking, overall positive.",4,"The review praises the food (dinner good, brunch great, tofu scrambles very good) but notes a lackluster, uninterested service. The overall tone is positive with a minor complaint, fitting a 4‑star rating."
vi3TSM3KR-OW7LlHJ6QmEQ,2010-04-03,X-P53WWo1I2CClf9oMqWEw,3,"Rolling Hills is two executive courses, and great for a quick cheap round of golf.  Totally not an out of towner destination course, but a nice little local fave of mine.  The front nine is the old course, and is a bit like mini-golfing, a fun distraction.  You even get to hear the occasional strange animal sound from the zoo hidden behind the trees along a couple holes.  The back nine is a newer build, and is way more challenging and scenic.  Either way they both give a fantastic view of the valley, and it's a great place to play a quick 9 holes after work in just over an hour

Only eaten at the clubhouse once, but both me and my bud liked our burgers, and it sits next to the 9th green, which is great for a little free entertainment.",review,VcN9i7sPrGSOn4BnpOJ9tQ,0,0,0,5.0,"The review is overwhelmingly positive, praising the course’s affordability, variety, scenic views, and even the clubhouse food. No complaints or negative remarks are present, indicating a highly satisfied experience.",4.0,"Positive review, no complaints, good experience",4,"The review is overwhelmingly positive, praising the course’s convenience, views, and the enjoyable experience. Food is liked, and no major complaints are mentioned. The tone is enthusiastic but not extreme, fitting a 4‑star rating."
f7Xe9Xzoafhi_EY4xwEpSw,2010-05-02,ptaV9AQw_78TlKIohuwe1w,4,"I had my first meal at Miele's last night, and was pleasantly surprised.  I purchased a Groupon to the restaurant a month or so ago, and am glad that I did because otherwise may not have noticed this cute place amongst it's neighbors in the strip mall.

We started with the brochette, and spent the next 10 minutes raving about how amazing it was.  The tomatoes were crisp and fresh, the chopped garlic was very complimentary, and the oil had a fantastic flavor.  Definitely a good choice.  For dinner I had the spaghetti and meatballs and my boy had the chicken toscana.  Both had a very authentic Italian flavor that accompanies food made with care.  The meatballs were everything I was craving...a little spicy and filled with flavor.  My portion left enough for leftovers, but Brent ate his entire meal.  We both left with a full belly and intentions to return again soon.

I have no complaints about the food (delicious!), but docked the restaurant a star for two reasons:

1. The lights are way too bright.  While I appreciate that the restaurant is more casual than some Italian joints I've been to, a dimmer switch on the overhead lights could do wonders for the atmosphere!

2.  One of my favorite treats at Italian restaurants is bread dipped in tasty olive oil with fresh ground pepper and Parmesan cheese.  The bread is delicious, but the prepackaged butter that accompanied it didn't impress me.  I also would have liked freshly ground Parmesan on my spaghetti.

We noticed a lot of pizzas being picked up for takeout, and both thought the bar looked like a cute little place to come have a drink and a bite sometime.

Highly recommended and a great way to support a local business owner in Tempe!",review,AMTubqx4AT8ZnrFvvJng2w,0,0,0,4.0,"The review is overwhelmingly positive, praising food quality, portions, and overall experience. The only negative points are minor (bright lights and prepackaged butter), which the reviewer explicitly mentions as reasons to dock a single star. Thus a 4‑star rating is the most appropriate.",4.0,"Positive food, minor lighting and butter complaints.",4,"The review is overwhelmingly positive with enthusiastic praise for food and overall experience, but the reviewer notes two minor issues (bright lights and prepackaged butter) that reduce the rating by one star."
St3jS0PnF1lulH1ggA4Jgw,2009-10-08,YKXgZI-ghJBCbJPhs0kZmA,4,"Sure it's walking distance from my house - so I was hoping I would have a new place for my morning tea.   After finally re-opening after the fire on 16th and Bethany Home, I was excited to check out Luci's.

The design of the the place is fantastic simple, sexy, a little modern and throw in some retro corner grocery feel.  I was greeted with fun, friendly service, and then left with a great pastry and a tasty ice tea for the road.  

They seem to still be working out some kinks since the re-open, but I see it only getting better.  In fact I just got myself excited.  I think I am going to head over there now for my morning snack.",review,UTt78HkUgvATBJxhXIPZJw,3,3,3,,Error: Unterminated string starting at: line 3 column 18 (char 43),5.0,"Enthusiastic praise, no negatives, strong recommendation",,Error: Expecting value: line 1 column 1 (char 0)
CvRGjwCsrQs1DYYL3z8R7g,2008-02-27,xCEvHEszA3-CmFqtHacVQg,1,"Take your money elsewhere, unless you've got kids.  I really try to like this place.  A family member signed me up for the discount card, so I've been going more often, but I just don't love it.  It's simply ok, but the prices are outrageous.  And the sounds and animatronics are a huge distraction from the so-so food.  The cocktails are alright, but, again, the price is not right.  The ony thing fun about the place for an adult is the gift shop and the light-up cocktail glasses (which cost extra.)  I've seen a lot of happy families in here though, so I bet it's better if you have little ones to bring along.",review,jKeaOrPyJ-dI9SNeVqrbww,0,0,0,,Error: Expecting value: line 1 column 1 (char 0),,Error: Expecting value: line 1 column 1 (char 0),2,"The review is largely negative, highlighting high prices, mediocre food, and distracting entertainment, with only a few mild positives. This suggests a 2‑star rating."
xI0UZH734lJtm39DbLf-Bw,2011-03-20,Fx5ZAY_yC-hqcQH0zH1RiA,5,"Yum yum yum! Mexican food has to me my favorite type of food and Arriba is for sure at the top of my list for Mexican restaurants! This is a New Mexican style restaurant with lots of hatch green chilies in their dishes. You can also buy them fresh from here by the pound during the month of August. 

I have eaten here probably 30+ times and they are always consistent. The chips are always fresh and warm  they serve two different salsas as well as bean dip. All three are the bomb! My favorite item on the menu is the whitesands chimichanga. Do not order this though if you can't handle spicy stuff. but if you are like me, the spicier the better, then go with this! 

Everyday they have good lunch specials. I like to go on Thurs because they have chimis for $1.99. For an extra dollar they will smother it with the white sands sauce. What a deal! And on Sunday they have kids day with a clown that makes animal balloons. And best of all, kids eat free! 

And if your a beer drinker they have a microbrewery too. I'm not a beer drinker though so I can't tell you how good it is. But the margaritas are on point!",review,khPlizt3ava1xkbtAxHQnw,0,3,0,,Error: Expecting value: line 1 column 1 (char 0),5.0,"Extremely positive, enthusiastic praise, no complaints.",5,"The review is overwhelmingly positive, praising food quality, consistency, value deals, and overall experience with enthusiastic language and no negative remarks."
M6fjHpkL9IRI-nI0BattRw,2013-01-03,j7GSeG7W4Dl-sdzJbjBUXA,4,"I was here not too long ago.  The place is cute and when you look at the menu, you can't help but be get excited to go there the first time.  But its one of those places that after trying it the first time, you never have the same excitement to eat there and when debating where to have dinner on a given night in the area, Main Ingredient always comes up as your third choice in case the your first two preferences are either closed or packed.  

Meal:  We both had sandwiches and a side of the mac and cheese.  I can't remember what local beers we had, but they were excellent.  They have a terrific beer selection.

Taste:  There were many, many delicious choices on the menu and sadly, the food is not as appealing as billed on the menu.  Its still good, but it doesn't live up to the hype.  7 out of 10.

Value: I thought the prices and potions were very and reasonable, but the real value is in their happy hour specials. 4 out of 5.

Service/Cleanliness:  Our server was very attentive, silly and friendly.  Her recommendation for craft beer was dead on.  9 out of 10.

Atmosphere:  I hate to repeat what others have said, but the atmosphere is a perfect place to chill out at.  I recommend this a top place for ""Friday Afternoon Drinking Club"".  5 out of 5.

Overall:  If you are in the area, you should give it a shot.  I think the next time I visit, it will be just for a few drinks and an appetizer.  25 out of 30 points, 4 out of 5 stars.",review,HFe4NZuq-6kOUOhst6KjtQ,0,0,0,4.0,"The review is largely positive, praising the atmosphere, service, and beer selection while noting that the food falls slightly short of expectations. The overall score given by the reviewer is 4 out of 5 stars, which aligns with the sentiment and specific praise/criticism presented.",4.0,"Mostly positive, minor food disappointment, overall 4 stars.",,Error: Unterminated string starting at: line 3 column 18 (char 43)
qjmCVYkwP-HDa35jwYucbQ,2010-03-28,2VTwjhOX3UUvgOGbxe4xfA,4,I went here again when I got back to Phoenix after being gone for six months. This is one of my mom's favorite places to eat and I can understand why. The ravioli and the miso soup are so delicious! The wine was ok and I would recommend one of their elixirs over an alcohol beverage. Still a pretty delicious place to go in Phoenix.,review,3iuZFgxUFKLxOplkDrFmyg,0,0,0,4.0,"The review is overall positive, praising the ravioli and miso soup as delicious and noting the place is a favorite of the reviewer’s mom. The only mild criticism is that the wine was just ‘ok’, but the recommendation of elixirs offsets it. The tone is upbeat but not overly effusive, suggesting a solid 4‑star rating.",4.0,"Positive review, no complaints, moderate enthusiasm.",4,"The review is overall positive, praising the ravioli and miso soup as delicious and recommending elixirs. The wine is described as okay, and no major complaints are mentioned. The tone is enthusiastic but not overly exuberant, suggesting a solid 4‑star rating."
